2.335000000000000131e-01,0.000000000000000000e+00,7.567999999999999727e-02,1.671799999999999953e-01,3.343300000000000161e-01,5.659699999999999731e-01,8.336799999999999766e-01,-2.651600000000000179e+00,2.823399999999999910e+00,1.291700000000000070e-01,7.799300000000000677e-02,4.405300000000000188e-02,1.914099999999999829e-02,1.319299999999999917e+00,-1.531800000000000050e+00,2.994299999999999962e+00,1.534499999999999975e+00,6.833299999999999617e-03,2.429600000000000076e-03,3.115300000000000209e-04,1.367800000000000016e-04,5.888499999999999623e+00,-3.295600000000000196e-01,-1.680200000000000027e-01,-2.190300000000000136e+00,5.736400000000000006e-03,6.673099999999999518e-04,1.731100000000000011e-04,1.127600000000000012e-05,4.751800000000000246e+00,-2.533300000000000107e+00,1.631699999999999928e+00,-9.683899999999999730e-01,5.290099999999999664e-02,4.440800000000000303e-02,4.463599999999999568e+00,3.601900000000000102e+00,1.198300000000000054e+01,3.022599999999999731e-01,2.918899999999999828e-01,1.308000000000000013e-06,2.547199999999999898e-03,-7.210399999999999608e-06,2.600000000000000000e+01,2.800000000000000058e-02,6.591900000000000537e-01,9.704700000000000548e-01,3.095799999999999941e-02,2.910699999999999843e+00,6.785700000000000065e-01,2.301800000000000068e+00,3.100800000000000223e-01,2.931400000000000117e-01,2.890800000000000036e+00,8.069300000000000084e-02,4.070500000000000229e-01,1.459000000000000075e+00,1.678199999999999914e+00,1.162900000000000045e-01,-2.570000000000000062e-01,8.614600000000000035e-01
5.010000000000000009e-01,0.000000000000000000e+00,6.799199999999999688e-02,1.741000000000000048e-01,2.911699999999999844e-01,4.924700000000000188e-01,6.203699999999999770e-01,-5.002400000000000180e-01,6.386800000000000255e-01,1.099799999999999944e-01,2.256900000000000017e-01,7.401900000000000146e-02,1.160599999999999965e-01,1.690300000000000136e-01,-1.796399999999999997e+00,2.923399999999999999e+00,1.152900000000000036e+00,2.280499999999999888e-02,1.397100000000000078e-03,3.024699999999999958e-03,1.049100000000000076e-03,1.690299999999999914e+00,9.526099999999999846e-02,-4.925800000000000317e-02,-1.028899999999999926e+00,1.737400000000000055e-02,1.635200000000000065e-03,1.153500000000000011e-03,2.932100000000000201e-04,1.521300000000000097e+00,2.518000000000000238e-01,-5.469399999999999817e-01,-1.359499999999999931e+00,2.073599999999999888e-01,1.579800000000000093e-01,9.999700000000000699e+00,8.999900000000000233e+00,1.317399999999999949e+01,6.840899999999999759e-01,6.883099999999999774e-01,3.041900000000000048e-06,-2.466299999999999829e-03,-3.506600000000000020e-06,7.900000000000000000e+01,7.099999999999999367e-02,7.228499999999999925e-01,3.277699999999999836e+00,2.241399999999999990e-02,1.823900000000000077e+00,1.408500000000000030e-01,2.243500000000000050e+00,5.594500000000000028e-01,5.290599999999999747e-01,5.650299999999999656e+00,2.515200000000000075e-02,1.304299999999999904e-01,2.152899999999999814e+00,5.032099999999999795e+00,2.238300000000000012e-01,3.807599999999999874e-01,7.203500000000000458e-01
7.375000000000000444e-01,7.434899999999999842e-02,6.124299999999999883e-02,1.105300000000000032e-01,1.839200000000000002e-01,2.836400000000000032e-01,6.127500000000000169e-01,-3.098299999999999943e-01,2.936400000000000121e-01,1.131899999999999989e-01,1.833899999999999975e-01,8.897299999999999653e-02,9.973799999999999333e-02,1.656400000000000095e-01,-1.637100000000000000e+00,3.084200000000000053e+00,1.446900000000000075e+00,2.844100000000000100e-02,3.181499999999999866e-03,8.234899999999999642e-04,2.785099999999999880e-04,1.324799999999999978e+00,3.602400000000000047e-02,2.935400000000000009e+00,-1.446800000000000086e+00,2.421500000000000041e-02,1.013400000000000021e-03,1.733700000000000020e-04,1.084300000000000037e-04,9.934199999999999697e-01,-8.434500000000000330e-01,1.884900000000000020e+00,-2.847700000000000120e+00,2.512800000000000034e-01,2.139399999999999913e-01,7.997700000000000031e+00,5.997399999999999842e+00,1.079899999999999949e+01,3.560300000000000131e-01,3.314799999999999969e-01,2.174499999999999933e-05,3.059800000000000020e-02,-1.152200000000000081e-05,2.120000000000000000e+02,6.199999999999999956e-02,8.178400000000000114e-01,1.131599999999999939e+00,1.427299999999999958e-01,1.766100000000000003e+00,1.000000000000000000e+00,2.260200000000000209e+00,7.024200000000000443e-01,6.665299999999999558e-01,1.729300000000000059e+00,1.123699999999999921e+00,8.111699999999999466e-01,2.512000000000000011e+00,7.463599999999999568e+00,2.861299999999999955e-01,5.309099999999999930e-01,6.308300000000000018e-01
4.869999999999999885e-01,0.000000000000000000e+00,5.090599999999999986e-02,9.026299999999999601e-02,1.524300000000000099e-01,2.606499999999999928e-01,4.599500000000000255e-01,-1.536200000000000010e+00,1.431300000000000017e+00,1.180699999999999944e-01,1.472799999999999943e-01,7.115699999999999803e-02,9.395199999999999385e-02,5.051900000000000279e-01,-1.575599999999999890e+00,-3.123200000000000198e+00,1.544999999999999929e+00,2.029900000000000107e-02,6.264800000000000056e-04,3.654199999999999809e-04,9.898700000000000619e-05,3.030699999999999950e+00,-2.975299999999999834e+00,6.009600000000000497e-01,-6.795499999999999874e-01,1.734300000000000078e-02,1.385400000000000000e-02,5.254800000000000443e-04,2.821200000000000162e-04,2.020500000000000185e+00,-1.675599999999999978e+00,1.490399999999999947e+00,-9.515299999999999869e-01,1.719199999999999895e-01,1.468800000000000106e-01,5.999100000000000321e+00,3.999400000000000066e+00,1.690399999999999991e+01,3.831800000000000206e-01,4.418900000000000050e-01,7.248200000000000331e-06,2.165900000000000117e-02,-7.274100000000000371e-06,1.830000000000000000e+02,3.200000000000000067e-02,8.101300000000000168e-01,1.208499999999999908e+00,1.234600000000000003e-01,1.218800000000000106e+00,8.750000000000000000e-01,1.264399999999999968e+00,5.508399999999999963e-01,4.695599999999999774e-01,2.268600000000000172e+00,1.121299999999999963e+00,6.211100000000000509e-01,2.825200000000000156e+00,9.198499999999999233e+00,1.789699999999999902e-01,-1.802499999999999936e-01,6.151299999999999546e-01
3.205000000000000071e-01,0.000000000000000000e+00,9.332600000000000617e-02,2.011600000000000055e-01,2.902299999999999880e-01,5.510899999999999688e-01,7.432100000000000373e-01,-2.190600000000000047e-01,1.890999999999999903e-01,1.895699999999999885e-01,8.631600000000000383e-02,5.877399999999999985e-02,3.087600000000000067e-02,4.564100000000000101e-02,-1.671000000000000041e+00,3.003299999999999859e+00,1.356899999999999995e+00,2.859799999999999842e-02,3.765899999999999977e-03,2.846800000000000025e-02,2.248500000000000065e-03,2.284600000000000172e-02,3.076499999999999790e+00,-7.297099999999999698e-01,1.319299999999999917e+00,8.610500000000000098e-03,3.491900000000000039e-03,6.012399999999999559e-04,1.126099999999999942e-04,1.596499999999999864e-01,1.466699999999999893e+00,-7.148499999999999854e-01,-2.144000000000000128e+00,1.508599999999999941e-01,4.542100000000000304e-02,5.005699999999999594e-01,3.498099999999999987e+00,1.316099999999999959e+01,8.551199999999999912e-01,4.449899999999999967e-01,5.949199999999999724e-06,1.255500000000000105e-03,1.569999999999999876e-05,1.500000000000000000e+02,6.500000000000000222e-02,4.963500000000000134e-01,9.149000000000000465e-01,2.350599999999999912e-02,7.076900000000000412e-01,4.461499999999999910e-01,9.637700000000000156e-01,3.814100000000000268e-01,4.434299999999999908e-01,3.828300000000000036e+00,6.593200000000000172e-01,1.718500000000000028e-01,1.385499999999999954e+00,1.617199999999999971e+00,1.625500000000000000e-01,1.772900000000000031e-01,8.406900000000000484e-01
4.109999999999999765e-01,0.000000000000000000e+00,7.278600000000000347e-02,1.263199999999999878e-01,2.070500000000000118e-01,3.812300000000000133e-01,8.113899999999999446e-01,-4.983999999999999986e+00,5.191900000000000404e+00,1.577800000000000036e-01,1.120400000000000007e-01,7.805099999999999538e-02,4.281399999999999789e-02,7.759399999999999631e-01,-1.633599999999999941e+00,3.072400000000000020e+00,1.378900000000000015e+00,1.657199999999999993e-02,2.875599999999999858e-03,7.507900000000000402e-05,1.875699999999999948e-04,2.771700000000000053e+00,-3.086399999999999810e+00,4.105699999999999905e-01,-2.309899999999999842e+00,1.473499999999999983e-02,3.219800000000000093e-03,1.542000000000000076e-04,3.212099999999999960e-05,3.105700000000000127e+00,1.401399999999999868e-01,-9.780899999999999317e-02,-3.000999999999999890e+00,1.050299999999999984e-01,9.338399999999999479e-02,3.572099999999999831e+00,4.002500000000000391e+00,1.246799999999999997e+01,3.306600000000000095e-01,3.109299999999999842e-01,6.020900000000000240e-06,1.738599999999999868e-02,-3.266200000000000001e-05,3.200000000000000000e+01,4.200000000000000261e-02,7.403100000000000236e-01,1.269400000000000084e+00,1.074200000000000016e-01,1.761900000000000022e+00,1.047600000000000087e+00,2.204699999999999882e+00,4.780800000000000050e-01,4.187400000000000011e-01,1.955000000000000071e+00,4.163799999999999724e-01,6.514100000000000446e-01,1.958099999999999952e+00,4.488999999999999879e+00,1.648600000000000065e-01,-3.657599999999999740e-02,7.300600000000000422e-01
2.765000000000000235e-01,0.000000000000000000e+00,8.463600000000000290e-02,1.571799999999999864e-01,2.214700000000000002e-01,3.414400000000000213e-01,5.991100000000000314e-01,-1.328100000000000058e+00,9.230000000000000426e-01,7.915300000000000114e-02,1.258599999999999997e-01,4.363899999999999724e-02,6.075200000000000045e-02,3.849000000000000199e-01,-1.601099999999999968e+00,3.065799999999999859e+00,1.556799999999999962e+00,9.451700000000000379e-03,1.448999999999999984e-03,6.755700000000000387e-05,7.397300000000000479e-05,5.374900000000000233e-01,1.495400000000000063e+00,2.116600000000000037e+00,1.400700000000000035e-02,8.061799999999999175e-03,6.083100000000000356e-04,6.404199999999999433e-05,1.509699999999999962e-05,1.770599999999999952e+00,1.062000000000000055e+00,3.192899999999999905e-02,1.506799999999999917e+00,1.194100000000000023e-01,1.018499999999999961e-01,1.396400000000000086e+00,4.600200000000000067e+00,1.281199999999999939e+01,3.472000000000000086e-01,3.290199999999999791e-01,1.973699999999999839e-06,9.855600000000000818e-03,-1.414400000000000044e-05,3.700000000000000000e+01,3.599999999999999728e-02,6.896600000000000508e-01,1.457200000000000051e+00,5.438400000000000178e-02,1.958299999999999930e+00,5.138899999999999579e-01,2.320699999999999985e+00,3.519599999999999951e-01,3.488899999999999779e-01,2.528900000000000148e+00,2.538099999999999801e-01,3.590999999999999748e-01,2.080799999999999983e+00,4.939600000000000435e+00,1.192600000000000049e-01,-3.817400000000000237e-01,7.668099999999999916e-01
3.504999999999999782e-01,0.000000000000000000e+00,1.097000000000000058e-01,2.431099999999999928e-01,4.109700000000000020e-01,6.625999999999999668e-01,8.896800000000000264e-01,-6.176999999999999602e+00,5.668499999999999872e+00,1.939200000000000090e-01,1.032000000000000001e-01,5.339499999999999802e-02,2.135799999999999851e-02,1.210900000000000087e+00,-1.574600000000000000e+00,3.050300000000000011e+00,1.314799999999999969e+00,1.572399999999999839e-02,6.615699999999999966e-04,2.768800000000000081e-03,7.004399999999999819e-04,6.055300000000000127e-01,-1.427200000000000024e+00,2.935999999999999943e+00,-2.250000000000000000e+00,8.222600000000000048e-03,1.872600000000000089e-03,4.163600000000000048e-04,2.217499999999999962e-04,6.179000000000000270e+00,1.781099999999999905e-01,-1.436199999999999977e-01,-1.402800000000000047e+00,8.108400000000000329e-02,4.240100000000000119e-02,5.000700000000000145e-01,5.102800000000000225e+00,1.776999999999999957e+01,3.818099999999999827e-01,2.296100000000000085e-01,3.584399999999999936e-06,4.018800000000000323e-03,1.080400000000000024e-05,4.000000000000000000e+00,6.099999999999999867e-02,5.465799999999999548e-01,1.024699999999999944e+00,4.827599999999999947e-02,1.647499999999999964e+00,5.573799999999999866e-01,1.586699999999999999e+00,4.117000000000000104e-01,4.130599999999999827e-01,2.992199999999999971e+00,2.370800000000000129e-01,3.585400000000000253e-01,1.154300000000000104e+00,8.918000000000000371e-01,1.699799999999999922e-01,2.999200000000000199e-01,8.739000000000000101e-01
5.334999999999999742e-01,0.000000000000000000e+00,4.676799999999999707e-02,9.900000000000000466e-02,1.699400000000000077e-01,2.632999999999999785e-01,4.318699999999999761e-01,-7.479000000000000092e-01,7.298700000000000188e-01,1.357599999999999918e-01,2.205600000000000060e-01,9.484199999999999575e-02,1.308999999999999886e-01,1.966299999999999992e-01,-1.669200000000000017e+00,3.053799999999999848e+00,1.365499999999999936e+00,2.787699999999999900e-02,3.270900000000000196e-03,8.664400000000000053e-04,1.360300000000000105e-04,1.966299999999999937e+00,1.673999999999999932e+00,-1.193899999999999961e-01,-2.534899999999999931e+00,2.403299999999999881e-02,6.636200000000000085e-03,1.609299999999999923e-03,2.537700000000000047e-04,1.769700000000000051e+00,1.744299999999999962e+00,-5.811600000000000099e-01,-1.855399999999999938e+00,2.053399999999999948e-01,1.770299999999999929e-01,1.000000000000000000e+01,9.000099999999999767e+00,1.450000000000000000e+01,6.474800000000000555e-01,6.988199999999999967e-01,4.858600000000000374e-06,5.619500000000000363e-03,3.587200000000000146e-06,2.310000000000000000e+02,4.900000000000000189e-02,8.000000000000000444e-01,3.803300000000000125e+00,2.511000000000000038e-02,1.591800000000000104e+00,2.040800000000000114e-01,2.065100000000000158e+00,5.978400000000000380e-01,6.259900000000000464e-01,4.989200000000000301e+00,3.506600000000000272e-01,2.118800000000000128e-01,2.629900000000000126e+00,7.439700000000000202e+00,2.502099999999999880e-01,2.000099999999999933e-01,6.056200000000000472e-01
8.649999999999999356e-02,0.000000000000000000e+00,1.676799999999999957e-01,3.015499999999999847e-01,4.437699999999999978e-01,5.613200000000000411e-01,7.092000000000000526e-01,-2.625299999999999856e-01,2.339600000000000013e-01,1.743000000000000105e-02,4.531700000000000311e-02,2.801899999999999964e-03,6.441500000000000177e-03,2.658499999999999752e-01,-1.589900000000000091e+00,-3.055099999999999927e+00,1.593399999999999928e+00,4.611699999999999827e-03,2.304599999999999924e-05,8.417600000000000180e-05,8.600399999999999853e-06,2.658500000000000085e+00,2.612800000000000122e-01,1.676500000000000101e+00,-2.593700000000000117e+00,3.104899999999999848e-03,3.013000000000000053e-04,5.487399999999999673e-05,3.991200000000000005e-05,3.190199999999999925e+00,-2.226500000000000146e+00,-2.624200000000000088e+00,-1.766999999999999904e+00,2.645899999999999919e-01,1.781399999999999928e-01,9.999900000000000233e+00,1.200000000000000000e+01,1.796600000000000108e+01,4.323600000000000221e-01,3.130600000000000049e-01,3.595400000000000021e-07,-7.544400000000000476e-05,1.267199999999999912e-06,1.270000000000000000e+02,2.599999999999999881e-02,3.359500000000000264e-01,1.151799999999999935e+00,6.732599999999999696e-02,8.076900000000000190e-01,3.076900000000000190e-01,1.741300000000000070e+00,1.029800000000000021e-01,1.099600000000000022e-01,1.663699999999999957e+00,1.429499999999999937e-01,2.242699999999999971e-01,8.524199999999999555e-01,6.105099999999999971e-01,3.627600000000000269e-02,-9.110200000000000520e-01,9.979099999999999637e-01
